Student_ID,inactivity_score,poor_performance_score,inconsistent_engagement_score,study_hours_per_week,attendance_rate,previous_failures,dropout
2515,24,69,75,16,72,5,0
2516,1,85,14,23,76,3,0
2517,63,64,20,26,75,5,1
2518,34,67,51,6,99,3,0
2519,6,48,34,8,93,5,0
2520,84,51,96,34,77,1,0
2521,17,28,50,11,85,3,0
2522,66,20,82,20,83,3,1
2523,41,89,54,2,85,5,1
2524,38,77,86,14,65,2,1
2525,40,8,76,20,77,1,0
2526,74,46,43,9,88,1,0
2527,23,75,64,32,64,2,1
2528,59,41,92,5,79,5,1
2529,45,50,87,1,81,5,1
2530,18,55,79,28,69,1,0
2531,67,50,24,39,99,5,0
2532,89,69,86,32,100,4,1
2533,41,19,91,3,64,4,1
2534,31,87,46,3,75,2,0
2535,38,26,79,28,54,3,0
2536,35,37,55,36,73,4,1
2537,100,71,37,19,68,5,0
2538,96,64,10,40,67,2,0
2539,35,53,66,22,61,4,0
2540,2,23,14,17,60,0,0
2541,72,46,0,24,86,2,0
2542,7,70,6,0,51,1,1
2543,96,82,0,14,65,4,1
2544,69,85,48,33,54,1,0
2545,40,62,95,19,58,2,1
2546,67,56,72,36,52,4,0
2547,12,54,28,26,73,1,0
2548,48,59,25,21,72,3,1
2549,59,98,86,4,99,3,1
2550,1,61,44,33,69,0,0
2551,59,29,92,38,61,5,0
2552,4,92,96,2,62,2,0
2553,43,21,70,16,56,5,0
2554,26,74,11,23,52,5,0
2555,31,83,94,23,95,1,0
2556,20,28,31,2,78,0,0
2557,7,40,19,6,54,2,0
2558,71,41,50,24,52,3,0
2559,49,97,80,2,53,5,1
2560,66,64,35,14,69,1,0
2561,43,30,66,28,86,5,0
2562,57,29,0,28,92,4,0
2563,2,17,26,9,74,3,0
2564,85,16,39,31,79,5,0
2565,69,37,96,22,76,4,1
2566,1,13,83,38,83,4,0
2567,86,86,13,8,60,1,0
2568,43,88,99,36,54,1,1
2569,1,78,68,39,92,4,0
2570,80,55,86,13,81,0,0
2571,34,21,78,3,85,5,0
2572,97,66,5,19,86,4,0
2573,86,55,32,27,58,4,1
2574,29,18,54,13,71,1,0
2575,7,56,18,33,69,5,0
2576,21,43,76,12,94,2,1
2577,43,97,28,30,76,3,1
2578,57,34,60,32,76,1,0
2579,35,0,69,38,51,5,0
2580,68,51,78,27,84,5,0
2581,76,84,79,24,70,0,0
2582,92,92,23,31,58,3,1
2583,30,69,22,8,66,1,0
2584,46,36,9,27,75,1,0
2585,54,64,53,30,51,2,0
2586,79,50,40,16,71,0,1
2587,61,0,48,22,85,0,0
2588,29,90,16,12,84,5,0
2589,54,20,55,9,82,5,0
2590,15,52,44,15,58,1,0
2591,11,15,29,5,85,2,0
2592,16,60,43,10,70,1,0
2593,15,53,73,2,65,4,1
2594,11,39,54,27,82,5,1
2595,7,25,18,40,64,4,0
2596,83,79,28,14,57,2,1
2597,2,91,1,12,55,1,0
2598,15,64,35,16,85,5,1
2599,29,99,18,6,54,2,1
2600,22,73,6,27,66,1,1
2601,91,63,25,37,99,1,0
2602,4,42,78,12,62,4,0
2603,83,16,37,16,96,3,0
2604,64,58,2,14,61,0,0
2605,29,22,79,35,66,5,0
2606,20,6,65,27,63,0,0
2607,83,43,94,14,77,2,0
2608,69,52,91,10,69,0,0
2609,21,70,70,30,89,4,1
2610,81,78,93,3,58,3,0
2611,71,33,42,34,79,5,0
2612,31,45,61,33,53,1,0
2613,32,67,70,26,89,1,0
2614,15,77,99,9,99,4,1
2615,75,77,92,29,60,5,1
2616,37,15,23,19,69,0,0
2617,97,70,38,28,76,1,0
2618,13,95,67,28,55,0,0
2619,35,18,92,22,99,4,0
2620,96,1,43,20,59,1,1
2621,22,9,4,9,53,2,1
2622,65,49,54,40,59,3,1
2623,84,80,92,11,52,0,1
2624,1,100,29,29,96,5,0
2625,90,11,28,32,83,0,0
2626,72,69,25,17,80,0,0
2627,64,21,82,13,58,0,0
2628,74,31,25,21,56,4,1
2629,66,83,36,20,63,4,1
2630,51,0,90,0,57,5,1
2631,61,53,93,14,52,4,0
2632,22,57,52,35,77,5,0
2633,25,69,29,21,76,5,0
2634,67,82,2,31,67,4,1
2635,81,17,42,32,54,1,0
2636,54,5,6,40,91,4,0
2637,5,44,48,38,85,1,1
2638,34,96,72,22,64,2,0
2639,21,22,40,1,92,4,1
2640,42,22,76,1,74,2,1
2641,14,25,78,37,54,4,0
2642,85,76,53,28,75,2,1
2643,59,6,68,2,59,3,0
2644,100,78,92,38,85,2,0
2645,11,43,98,6,90,1,0
2646,48,26,90,35,98,0,0
2647,41,25,26,28,86,5,0
2648,37,96,7,36,53,2,0
2649,81,78,31,35,78,0,0
2650,44,35,83,22,60,3,0
2651,34,54,63,15,60,3,1
2652,29,63,9,30,84,1,0
2653,87,90,12,33,97,1,0
2654,29,56,62,0,84,2,0
2655,77,68,92,17,83,4,0
2656,5,60,34,39,60,3,0
2657,66,1,60,14,94,0,0
2658,79,54,53,16,90,4,1
2659,6,96,7,9,50,3,0
2660,51,79,28,19,75,2,0
2661,13,86,94,5,97,3,0
2662,72,37,40,7,87,1,1
2663,14,79,29,33,100,0,0
2664,20,77,85,31,68,0,0
2665,34,28,20,3,67,1,0
2666,65,25,75,38,88,4,0
2667,90,34,10,19,67,1,0
2668,1,78,1,23,50,0,0
2669,34,66,49,23,74,2,0
2670,81,86,40,25,55,4,0
2671,77,28,65,24,99,5,1
2672,19,33,97,35,89,3,0
2673,81,96,2,6,87,5,0
2674,9,40,79,9,54,2,0
2675,24,40,50,11,69,5,1
2676,65,22,67,0,73,4,1
2677,24,70,86,24,78,0,1
2678,53,2,83,15,67,0,0
2679,32,57,24,4,70,2,1
2680,35,31,29,18,98,5,0
2681,94,30,81,3,95,4,1
2682,13,81,10,5,73,3,0
2683,64,42,92,25,54,5,1
2684,79,6,16,38,54,5,0
2685,53,0,25,38,94,3,0
2686,51,60,22,8,71,1,1
2687,2,13,55,13,71,2,0
2688,98,51,51,8,100,4,1
2689,40,95,47,14,93,2,0
2690,5,5,19,36,56,3,0
2691,24,9,1,19,87,4,0
2692,12,70,87,7,79,0,0
2693,97,89,30,31,97,0,1
2694,7,97,26,20,72,4,0
2695,20,29,1,40,56,2,0
2696,97,99,77,18,76,2,1
2697,67,20,3,28,97,0,0
2698,24,59,12,30,71,0,0
2699,78,80,99,5,50,3,1
2700,67,96,34,3,81,4,0
2701,44,73,71,28,87,2,1
2702,59,62,65,2,80,3,1
2703,11,41,5,0,58,2,0
2704,31,50,30,14,51,0,0
2705,95,63,9,20,62,4,0
2706,91,75,20,30,75,1,0
2707,12,55,73,6,69,4,1
2708,30,79,22,16,87,5,0
2709,77,40,2,18,82,1,0
2710,19,31,31,38,85,3,0
2711,17,14,19,2,98,1,0
2712,92,61,73,29,54,1,1
2713,59,26,28,34,87,3,1
2714,62,27,51,28,60,4,1
2715,5,80,45,13,90,3,1
2716,31,63,33,34,74,5,0
2717,92,58,100,27,95,0,0
2718,42,57,83,29,81,0,1
2719,1,1,60,25,72,1,0
2720,59,35,71,6,78,3,1
2721,22,70,70,38,94,3,0
2722,82,12,69,30,57,3,0
2723,30,14,10,4,87,5,0
2724,4,88,81,34,51,5,0
2725,82,86,92,13,78,4,1
2726,33,59,88,35,74,2,1
2727,9,21,62,26,79,2,1
2728,88,62,20,23,68,2,1
2729,1,89,2,39,74,4,1
2730,10,96,81,28,78,3,1
2731,49,74,87,21,83,2,0
2732,30,73,9,7,96,3,0
2733,55,24,26,14,82,1,0
2734,78,100,11,4,53,2,0
2735,72,47,6,3,92,1,1
2736,86,42,16,10,89,4,0
2737,82,37,64,17,55,0,0
2738,8,40,63,29,75,5,0
2739,98,44,25,14,96,4,1
2740,20,87,14,5,100,4,1
2741,72,39,32,15,68,4,0
2742,27,96,61,39,75,2,1
2743,61,16,100,8,51,1,1
2744,6,87,46,33,58,5,1
2745,79,100,94,26,95,2,1
2746,15,56,34,12,87,0,1
2747,96,1,64,35,77,5,1
2748,3,95,71,26,53,4,1
2749,3,61,75,8,85,3,0
2750,39,87,82,4,77,0,1
2751,16,8,24,21,91,1,0
2752,100,67,56,30,57,0,0
2753,51,80,31,2,67,2,0
2754,92,16,62,29,100,3,1
2755,51,49,11,20,86,2,1
2756,35,93,62,34,68,5,0
2757,37,39,76,5,78,4,1
2758,49,57,91,27,75,4,1
2759,62,74,0,31,95,0,0
2760,100,84,50,36,79,4,0
2761,62,20,69,24,59,4,0
2762,61,17,7,31,96,5,0
2763,98,54,67,34,87,1,1
2764,6,28,4,21,64,1,0
2765,26,23,88,23,87,2,1
2766,91,73,85,38,91,2,0
2767,85,16,91,29,50,1,0
2768,13,17,38,31,66,0,0
2769,70,41,22,30,58,1,0
2770,100,83,67,22,50,2,1
2771,85,100,51,39,87,3,1
2772,4,44,3,32,61,4,0
2773,54,81,46,24,66,5,1
2774,1,16,20,35,87,3,0
2775,61,72,100,23,57,3,1
2776,90,13,55,30,61,4,0
2777,20,48,65,38,67,1,0
2778,78,28,58,12,62,0,0
2779,20,94,6,9,50,3,0
2780,9,3,48,22,63,0,0
2781,86,81,15,17,87,5,1
2782,57,19,16,31,70,5,0
2783,38,46,83,32,63,5,0
2784,4,8,86,35,86,2,0
2785,64,76,97,27,50,3,0
2786,12,78,74,15,98,5,0
2787,84,26,33,15,97,2,1
2788,89,14,32,17,78,5,1
2789,84,91,25,7,68,1,0
2790,52,100,65,15,63,3,0
2791,81,18,62,10,51,2,0
2792,100,89,86,5,60,5,1
2793,44,51,40,0,73,2,1
2794,31,25,85,11,55,5,0
2795,35,88,57,37,59,1,0
2796,80,25,97,27,53,0,0
2797,98,25,78,16,82,5,1
2798,59,45,9,0,88,0,0
2799,10,91,14,31,52,3,0
2800,62,48,41,7,95,1,0
2801,20,81,92,39,92,3,1
2802,51,95,56,23,54,0,1
2803,54,52,86,9,85,1,0
2804,25,2,16,38,85,4,1
2805,67,65,59,38,53,1,0
2806,33,96,8,9,71,1,0
2807,51,41,35,35,55,4,0
2808,81,18,72,24,69,2,1
2809,98,16,79,9,74,2,1
2810,92,32,35,18,51,2,0
2811,51,75,47,14,81,0,0
2812,28,48,50,15,86,1,1
2813,37,55,96,1,84,5,1
2814,41,62,94,28,85,4,0
2815,20,2,69,3,67,5,1
2816,41,48,73,28,95,0,0
2817,12,54,79,30,97,4,1
2818,63,25,67,16,75,5,0
2819,16,98,21,9,83,0,0
2820,8,71,76,26,64,0,0
2821,40,51,79,40,79,0,1
2822,0,99,92,14,87,4,0
2823,1,6,5,30,77,5,0
2824,59,45,25,20,76,5,0
2825,47,45,74,40,100,3,0
2826,28,99,87,25,83,0,0
2827,96,15,92,37,95,2,1
2828,9,23,2,35,76,1,0
2829,57,60,51,16,51,3,1
2830,59,53,73,2,79,3,1
2831,20,61,59,13,81,4,1
2832,27,0,62,12,78,3,1
2833,74,48,64,40,86,5,1
2834,33,24,51,26,85,4,1
2835,7,9,89,0,79,4,0
2836,58,79,75,16,81,2,1
2837,85,15,13,33,55,0,0
2838,71,57,88,13,61,3,1
2839,48,71,71,16,50,0,0
2840,78,28,67,2,55,0,0
2841,16,91,27,33,79,0,0
2842,59,5,70,39,96,4,0
2843,86,15,9,24,81,0,0
2844,87,19,56,1,90,3,0
2845,44,79,99,33,64,4,1
2846,82,70,65,25,54,3,0
2847,68,77,89,30,81,4,1
2848,31,42,49,8,98,1,1
2849,43,25,13,29,94,1,0
2850,64,89,15,19,72,1,0
2851,86,77,53,20,58,1,0
2852,100,70,42,28,75,4,0
2853,7,32,41,24,63,0,0
2854,76,25,80,37,93,2,1
2855,71,44,21,24,79,5,0
2856,86,83,67,8,90,2,0
2857,42,62,18,38,84,1,0
2858,0,66,65,25,82,0,0
2859,50,51,38,36,95,3,0
2860,23,67,72,15,54,0,0
2861,98,25,18,36,96,3,1
2862,23,74,15,11,66,2,1
2863,16,1,53,23,86,0,1
2864,4,13,24,25,92,0,0
2865,19,29,17,19,78,5,0
2866,20,48,22,8,54,2,0
2867,57,11,84,22,55,0,0
2868,30,89,10,38,84,3,0
2869,99,43,38,28,58,0,0
2870,10,32,67,30,72,3,1
2871,51,12,24,18,82,1,1
2872,14,77,62,19,69,0,0
2873,82,87,95,22,86,3,1
2874,6,97,29,26,56,2,0
2875,27,25,44,29,61,1,0
2876,50,20,89,20,69,0,0
2877,57,27,60,34,78,5,1
2878,4,47,99,6,76,3,0
2879,4,99,50,21,72,5,0
2880,93,39,97,9,87,0,1
2881,95,65,8,22,86,3,1
2882,7,72,75,14,58,0,1
2883,63,86,1,29,84,1,0
2884,9,78,4,33,73,1,0
2885,37,76,61,12,76,0,1
2886,95,22,68,3,78,0,0
2887,91,80,51,17,86,4,1
2888,80,47,85,22,88,0,0
2889,94,1,4,32,66,0,0
2890,7,83,58,33,89,5,0
2891,24,19,67,33,66,5,0
2892,72,58,8,35,51,1,0
2893,65,45,92,34,76,5,0
2894,78,2,21,16,50,0,0
2895,49,54,26,27,74,2,0
2896,66,11,9,13,51,0,0
2897,48,39,79,33,56,4,0
2898,35,65,60,10,84,3,0
2899,67,99,50,12,79,1,0
2900,77,77,9,32,84,5,1
2901,40,15,5,1,54,2,1
2902,88,82,61,33,95,3,0
2903,61,33,4,28,96,2,0
2904,9,43,69,36,92,1,0
2905,20,5,62,3,63,5,0
2906,35,76,55,11,80,4,1
2907,11,63,58,25,74,1,1
2908,90,99,62,27,53,2,1
2909,1,21,88,2,75,2,1
2910,12,17,58,19,50,1,0
2911,52,11,50,9,66,0,0
2912,31,51,49,17,92,1,0
2913,94,93,3,26,63,5,1
2914,15,50,47,30,98,5,0
2915,31,70,31,26,83,4,0
2916,31,95,50,0,56,1,1
2917,97,47,51,5,95,3,0
2918,10,18,98,10,56,5,0
2919,9,5,73,33,60,5,1
2920,14,83,33,38,51,5,1
2921,16,26,35,19,74,0,0
2922,39,52,69,20,54,3,0
2923,17,100,42,20,63,1,1
2924,54,47,15,17,86,0,0
2925,72,6,58,20,93,5,0
2926,24,58,52,18,73,3,0
2927,58,68,18,3,62,3,0
2928,77,10,97,12,100,0,0
2929,88,14,88,17,72,5,1
2930,21,63,94,28,74,0,0
2931,29,2,40,24,76,2,1
2932,83,68,80,12,54,5,1
2933,84,22,46,26,50,0,0
2934,43,52,93,18,71,1,0
2935,31,36,53,0,53,5,0
2936,50,8,54,37,97,4,0
2937,45,14,94,18,69,5,1
2938,20,2,18,0,64,2,0
2939,98,92,61,39,91,0,0
2940,31,69,98,16,92,4,0
2941,93,16,92,20,66,2,0
2942,38,25,58,21,63,1,0
2943,11,20,64,14,99,5,0
2944,46,71,67,38,92,4,1
2945,17,20,27,38,75,0,0
2946,20,10,17,31,68,0,0
2947,12,37,25,3,92,1,0
2948,20,71,18,31,89,2,1
2949,7,87,54,3,56,4,0
2950,45,34,56,0,81,1,0
2951,6,13,5,32,98,2,0
2952,22,13,0,6,98,3,0
2953,95,9,7,8,82,3,0
2954,74,11,96,0,53,2,1
2955,85,37,50,15,94,0,0
2956,21,33,84,17,88,0,0
2957,88,40,87,5,63,3,1
2958,21,9,24,1,81,0,0
2959,91,16,46,8,72,0,0
2960,28,16,54,3,62,2,1
2961,12,66,63,22,57,5,1
2962,81,61,82,7,94,2,1
2963,1,94,92,38,76,0,0
2964,28,0,9,24,91,2,0
2965,84,11,55,15,97,4,1
2966,78,3,11,34,62,3,0
2967,51,41,32,16,58,5,0
2968,26,12,70,17,81,4,1
2969,49,97,16,26,91,4,0
2970,94,84,60,14,88,0,0
2971,78,85,9,16,81,0,0
2972,22,3,30,4,61,4,0
2973,87,81,59,15,63,4,1
2974,43,68,69,14,98,1,0
2975,76,18,16,33,85,1,0
2976,21,1,49,18,70,3,0
2977,42,11,36,7,51,4,0
2978,36,80,81,9,60,2,1
2979,60,73,61,4,94,5,1
2980,96,97,89,25,100,1,1
2981,55,5,79,21,50,0,1
2982,2,7,71,22,75,4,0
2983,62,50,87,12,100,2,1
2984,18,10,76,8,68,5,1
2985,22,62,28,19,77,2,1
2986,28,56,31,27,86,2,1
2987,29,11,87,36,72,0,0
2988,38,72,79,23,51,1,0
2989,24,1,10,32,93,2,0
2990,100,7,95,19,51,5,1
2991,7,10,5,29,76,1,0
2992,57,52,34,8,94,3,1
2993,15,99,32,16,68,0,0
2994,71,9,17,35,63,1,0
2995,0,84,36,13,83,1,0
2996,4,83,12,18,94,2,1
2997,2,7,73,6,93,5,1
2998,64,35,100,2,73,2,0
2999,3,92,89,32,84,5,0
3000,98,75,80,31,80,0,0
3001,95,13,63,10,78,1,0
3002,63,53,0,1,96,4,1
3003,97,84,62,25,92,5,1
3004,88,85,88,3,85,5,1
3005,9,20,33,16,59,2,0
3006,20,49,9,16,87,2,0
3007,45,93,83,27,53,3,0
3008,90,38,6,29,89,5,0
3009,26,19,55,39,64,0,0
3010,65,87,79,22,62,1,1
3011,40,86,36,23,76,1,0
3012,12,6,28,28,80,1,0
3013,8,8,11,3,97,5,0
3014,35,0,16,37,59,2,0
3015,85,25,47,28,81,0,0
3016,89,37,83,18,98,1,0
3017,57,37,25,26,99,5,0
3018,53,60,82,28,94,4,0
3019,11,43,11,35,76,3,0
3020,80,85,20,34,59,3,0
3021,77,43,41,5,90,1,1
3022,13,73,60,22,83,2,1
3023,33,61,57,38,70,3,0
3024,52,5,53,7,68,3,0
3025,19,16,33,1,96,3,0
3026,74,50,6,12,73,3,1
3027,15,37,34,39,93,1,0
3028,94,23,14,20,56,5,0
3029,69,50,64,30,100,0,1
3030,55,9,89,35,63,0,0
3031,82,71,98,37,54,2,0
3032,100,20,24,26,83,5,0
3033,57,69,58,35,73,4,1
3034,3,84,78,22,72,0,1
3035,3,56,85,20,70,4,1
3036,19,38,5,12,70,0,0
3037,9,87,51,36,63,0,1
3038,23,32,78,25,96,2,0
3039,98,58,87,39,80,3,1
3040,25,17,20,6,55,2,0
3041,36,55,70,38,99,0,0
3042,84,91,92,21,59,5,1
3043,53,56,95,38,79,3,0
3044,20,95,31,22,94,5,0
3045,73,75,52,29,79,5,1
3046,37,47,58,17,65,5,1
3047,45,41,68,17,75,3,0
3048,3,26,61,9,54,5,1
3049,59,73,3,38,86,3,0
3050,56,51,85,29,91,4,1
3051,44,41,17,25,57,0,0
3052,19,31,98,6,75,1,1
3053,16,25,80,6,79,5,1
3054,70,24,55,4,88,2,0
3055,3,74,23,0,67,4,0
3056,92,22,65,17,100,2,1
3057,13,97,12,12,91,1,1
3058,2,56,61,24,94,3,0
3059,87,51,53,39,76,1,0
3060,100,86,14,7,91,2,1
3061,79,92,68,9,81,1,1
3062,57,30,2,31,78,0,0
3063,54,63,36,16,52,1,1
3064,3,70,36,37,84,5,0
3065,23,32,100,14,92,0,0
3066,33,84,2,14,77,5,0
3067,29,1,62,39,98,1,0
3068,81,17,34,19,77,0,0
3069,18,46,51,14,76,0,0
3070,30,32,86,34,69,1,0
3071,59,100,27,5,96,4,1
3072,59,97,93,29,91,3,1
3073,18,83,17,7,51,3,0
3074,48,34,35,30,72,3,1
3075,62,50,32,31,54,0,0
3076,82,17,63,14,72,3,0
3077,21,87,25,17,83,0,1
3078,23,71,47,12,82,4,0
3079,75,29,39,23,57,1,0
3080,29,43,16,39,87,1,0
3081,57,52,39,13,83,0,0
3082,30,9,6,27,66,0,0
3083,99,86,56,10,66,4,1
3084,63,51,7,5,86,3,0
3085,18,48,55,24,50,4,1
3086,47,10,30,0,71,1,0
3087,44,65,58,24,72,1,0
3088,99,57,57,1,53,5,1
3089,93,89,11,31,57,3,0
3090,54,35,47,12,77,1,0
3091,54,32,30,32,72,5,0
3092,96,46,82,31,54,0,0
3093,17,12,62,23,58,1,0
3094,62,39,73,26,53,2,0
3095,91,88,38,3,81,3,1
3096,46,67,75,23,69,5,1
3097,74,41,19,22,86,3,1
3098,56,18,100,28,56,3,0
3099,44,81,47,33,81,2,0
3100,32,100,70,20,51,4,0
3101,16,93,53,29,79,0,1
3102,69,18,77,25,90,3,0
3103,3,57,74,19,57,1,0
3104,19,22,70,15,52,0,0
3105,46,53,28,2,56,1,1
3106,90,79,73,36,73,0,0
3107,14,64,92,39,64,0,0
3108,69,11,72,24,96,5,1
3109,46,23,99,22,98,1,0
3110,77,33,47,0,74,1,0
3111,74,52,73,32,90,0,0
3112,8,7,82,14,75,3,0
3113,89,17,55,16,93,1,0
3114,15,56,94,33,76,2,0
3115,68,4,16,16,98,2,1
3116,60,25,8,40,75,0,0
3117,9,29,96,3,55,4,1
3118,49,53,33,12,92,0,1
3119,2,12,44,3,99,0,0
3120,76,82,87,6,56,3,1
3121,93,28,8,8,96,3,1
3122,69,2,6,22,59,5,1
3123,80,89,15,32,92,4,1
3124,50,57,18,32,71,4,1
3125,18,75,5,19,83,4,0
3126,41,1,10,3,56,4,1
3127,34,74,75,0,66,4,0
3128,45,27,60,33,68,0,0
3129,25,81,41,26,63,0,0
3130,68,76,12,20,57,5,0
3131,92,100,11,23,51,2,0
3132,63,85,84,14,57,2,1
3133,36,75,73,34,55,5,0
3134,83,1,19,24,72,5,0
3135,48,100,49,8,87,1,0
3136,20,6,35,16,80,0,0
3137,73,25,91,20,70,4,0
3138,63,89,87,12,73,1,0
3139,4,87,68,2,71,3,0
3140,99,75,36,3,70,0,0
3141,69,15,11,3,62,5,1
3142,89,22,98,27,56,2,1
3143,3,39,39,6,84,0,0
3144,38,59,53,25,78,5,1
3145,34,72,1,10,82,0,1
3146,0,31,49,23,90,0,0
3147,23,14,40,9,89,0,0
3148,56,100,44,36,54,3,0
3149,99,12,8,12,59,2,1
3150,69,4,61,38,79,0,0
3151,40,74,85,18,60,5,0
3152,53,73,46,18,74,3,0
3153,45,51,4,11,53,1,1
3154,59,76,75,21,82,0,0
3155,59,40,0,36,56,3,0
3156,56,52,43,29,64,4,0
3157,30,49,21,11,68,1,0
3158,83,14,37,28,77,2,0
3159,23,6,18,20,55,0,0
3160,88,39,79,10,62,0,1
3161,35,27,30,36,57,3,1
3162,84,31,66,17,76,2,0
3163,29,98,86,26,55,4,1
3164,23,14,41,36,94,1,0
3165,29,99,81,11,52,5,0
3166,85,84,25,22,76,2,1
3167,91,69,12,33,62,0,0
3168,6,64,57,37,68,3,0
3169,34,3,17,22,89,4,0
3170,54,10,66,24,79,3,1
3171,91,25,86,3,66,1,1
3172,13,60,2,29,99,2,1
3173,9,36,54,29,98,3,1
3174,79,22,88,12,98,5,1
3175,15,92,90,13,90,5,1
3176,53,84,57,7,61,3,1
3177,94,90,62,23,95,0,0
3178,88,39,90,17,75,3,0
3179,76,76,51,34,59,4,0
3180,69,22,88,24,68,2,0
3181,43,15,23,16,90,1,1
3182,72,93,71,31,52,5,0
3183,44,60,8,23,96,3,1
3184,99,67,36,6,81,4,1
3185,55,79,93,12,81,5,0
3186,83,30,82,26,63,5,1
3187,81,52,52,4,65,1,1
3188,56,24,79,35,91,5,0
3189,20,43,23,25,86,4,0
3190,67,11,20,30,85,5,0
3191,49,89,99,9,93,5,1
3192,32,100,39,25,69,3,0
3193,90,96,61,21,79,3,0
3194,6,91,69,11,61,2,1
3195,69,8,68,31,59,0,0
3196,14,11,13,26,73,4,0
3197,81,68,41,32,55,0,1
3198,31,53,49,19,70,0,0
3199,74,53,60,38,71,5,0
3200,19,27,3,40,86,1,0
3201,87,55,71,39,79,1,0
3202,14,98,87,12,99,5,1
3203,47,68,74,13,68,4,0
3204,70,97,16,39,61,0,0
3205,20,97,84,21,97,2,1
3206,41,76,56,17,93,0,0
3207,25,57,89,28,50,1,0
3208,13,77,47,15,85,0,0
3209,56,74,43,34,78,3,1
3210,36,41,44,33,55,3,1
3211,57,37,90,2,77,2,0
3212,20,67,79,3,62,4,0
3213,81,52,89,4,52,0,0
3214,68,32,32,9,86,3,1
3215,2,70,30,28,54,4,0
3216,86,55,46,31,90,3,1
3217,89,71,5,30,97,4,1
3218,36,100,71,1,88,4,1
3219,87,50,70,11,91,3,1
3220,48,73,33,26,87,5,1
3221,18,42,52,4,78,1,0
3222,88,14,13,36,89,4,0
3223,84,37,15,26,57,5,0
3224,11,14,42,22,74,0,0
3225,60,4,72,32,70,5,0
3226,40,92,73,3,65,3,0
3227,32,82,80,20,84,5,0
3228,49,53,11,23,94,1,0
3229,67,50,69,30,75,3,0
3230,70,9,18,23,52,2,0
3231,85,11,40,9,89,0,1
3232,32,3,52,1,59,2,0
3233,80,94,28,30,66,5,0
3234,23,17,69,24,72,4,1
3235,60,79,58,3,91,5,1
3236,60,35,88,10,58,4,0
3237,97,24,63,16,69,2,1
3238,27,86,23,1,84,2,0
3239,57,75,88,5,85,4,1
3240,42,97,15,8,84,1,1
3241,40,35,51,4,71,0,0
3242,38,100,79,19,59,3,1
3243,85,66,5,28,55,2,0
3244,48,8,36,20,71,0,0
3245,16,60,84,8,93,3,0
3246,97,52,3,27,95,5,1
3247,69,17,97,7,93,3,1
3248,69,42,91,30,99,2,1
3249,97,34,37,19,86,1,0
3250,64,62,40,26,64,1,0
3251,73,97,91,7,68,0,1
3252,84,77,80,20,76,5,0
3253,4,3,13,27,98,0,0
3254,1,92,70,22,92,4,1
3255,21,40,85,5,50,1,0
3256,56,44,50,2,52,0,0
3257,65,49,64,4,86,4,0
3258,73,78,92,8,61,5,1
3259,97,27,51,6,64,3,0
3260,15,41,94,3,81,0,0
3261,50,79,29,38,89,4,0
3262,38,75,56,4,77,1,1
3263,85,68,78,10,52,3,1
3264,75,97,81,14,77,0,0
3265,87,0,98,33,70,1,0
3266,39,38,29,12,80,3,1
3267,37,95,97,6,95,2,1
3268,59,89,41,39,83,1,0
3269,58,16,10,5,93,2,1
3270,9,90,26,38,53,5,0
3271,98,87,23,29,60,0,1
3272,63,34,98,21,84,4,1
3273,62,45,38,24,79,0,0
3274,48,41,71,27,62,1,0
3275,63,38,17,19,87,2,0
3276,31,89,76,38,85,2,0
3277,6,48,44,2,90,3,1
3278,20,61,87,4,92,0,0
3279,19,37,86,0,99,0,1
3280,25,22,11,14,73,1,0
3281,67,21,48,25,62,2,1
3282,85,3,93,2,76,1,1
3283,14,48,30,39,57,1,0
3284,84,58,91,40,55,5,1
3285,78,72,21,33,50,2,0
3286,85,67,43,4,74,1,0
3287,91,70,91,30,81,2,0
3288,13,86,63,12,76,1,0
3289,26,1,76,0,80,4,1
3290,39,48,24,21,66,1,0
3291,57,87,50,14,91,1,1
3292,27,94,6,25,98,4,1
3293,25,30,5,17,96,0,0
3294,62,39,23,8,54,2,0
3295,65,47,18,0,59,3,1
3296,24,50,82,8,51,4,1
3297,2,42,99,22,90,0,1
3298,71,97,8,1,98,1,1
3299,43,54,35,13,95,5,1
3300,96,87,39,37,89,0,0
3301,41,48,92,39,66,4,1
3302,98,89,23,17,52,5,0
3303,5,79,47,15,67,1,0
3304,38,56,62,28,68,0,1
3305,51,76,68,10,75,3,0
3306,22,14,52,5,97,2,0
3307,88,26,53,2,99,2,1
3308,49,67,41,13,87,4,0
3309,42,79,44,1,85,1,1
3310,18,63,89,31,82,1,1
3311,68,93,13,30,60,2,0
3312,50,29,28,10,52,0,0
3313,10,35,5,21,87,1,0
3314,11,66,6,2,66,3,1
3315,73,85,36,30,70,3,0
3316,7,85,52,32,65,1,0
3317,23,48,17,23,64,1,0
3318,91,75,86,0,67,2,1
3319,40,54,37,14,59,4,0
3320,35,84,58,36,84,2,1
3321,100,55,0,26,52,4,0
3322,84,67,67,37,63,3,0
3323,71,94,43,26,67,4,1
3324,54,43,46,11,81,2,0
3325,8,30,34,2,50,1,0
3326,46,57,86,29,77,4,1
3327,14,86,90,31,66,2,1
3328,47,52,59,22,93,3,0
3329,81,83,89,1,57,5,1
3330,41,78,51,6,62,4,1
3331,59,22,7,33,56,3,0
3332,83,27,79,31,74,3,0
3333,69,15,40,38,70,0,0
3334,11,36,2,31,88,5,0
